City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Honningsvag,NO,2022-01-27 23:52:27,70.9821,25.9704,28.96,92,100,7.36
276,Ilulissat,GL,2022-01-27 23:52:27,69.2167,-51.1,-3.89,92,100,8.32
277,Sembakung,ID,2022-01-27 23:53:28,3.8167,117.25,76.93,98,100,1.63
278,Olinda,BR,2022-01-27 23:53:28,-8.0089,-34.8553,82.13,74,0,4.61
279,Aguadas,CO,2022-01-27 23:53:28,5.6116,-75.4562,63.86,97,93,2.84
280,Ciudad Bolivar,VE,2022-01-27 23:53:29,8.1222,-63.5497,81.75,51,77,13.04
281,Salcedo,PH,2022-01-27 23:53:29,12.8105,121.4674,79.05,86,99,3.96
282,Jalu,LY,2022-01-27 23:53:29,29.0331,21.5482,50.27,73,58,7.81
283,Frontera,MX,2022-01-27 23:53:30,26.9333,-101.45,57.33,79,100,4.0
284,Sibolga,ID,2022-01-27 23:53:30,1.7427,98.7792,74.32,87,47,3.42
285,Nelson Bay,AU,2022-01-27 23:53:30,-32.7167,152.15,82.96,58,5,3.0
286,Lima,PE,2022-01-27 23:49:07,-12.0432,-77.0282,71.38,80,0,17.27
287,Cockburn Town,TC,2022-01-27 23:53:31,21.4612,-71.1419,78.35,72,4,9.82
288,Yumen,CN,2022-01-27 23:53:31,40.2833,97.2,17.6,43,5,6.98
289,Bela,IN,2022-01-27 23:53:31,25.9333,81.9833,47.37,86,0,7.2
290,Canutama,BR,2022-01-27 23:53:32,-6.5339,-64.3831,75.34,96,86,2.01
